model,head,num_enabled,lr,layers,macro_auc_layer,macro_auc,macro_auprc_layer,macro_auprc,elapsed_s
MantisV2,categorical,1,0.01,2,2,0.9996801614761353,2,0.9959282875061035,1.525015995837748
MantisV2,categorical,1,0.005,2,2,0.999464213848114,2,0.9932820796966553,1.314147069817409
MantisV2,categorical,1,0.003,2,2,0.999046802520752,2,0.9881618618965149,1.2867462600115687
MantisV2,categorical,1,0.001,2,2,0.9966998100280762,2,0.9582453370094299,1.273565917974338
