model,num_enabled,lr,target,signal,metric,r2,r2_layer,r2_best_step,pearson,pearson_layer,mse,mse_layer
Toto-2.0-4M,1,0.01,spike_time_frac,spike,time_frac,0.9910338471742397,4,1250.0,0.9961452282756059,4,0.00037429316225835165,4
Toto-2.0-4M,1,0.01,spike_amplitude,spike,magnitude,-0.006303492465443483,4,1150.0,-0.008079066516952806,0,0.013180896210977176,4
Toto-2.0-4M,1,0.01,level_change_time_frac,level_change,time_frac,0.9966805848819498,4,900.0,0.9983977728142138,4,0.00013964225643845978,4
Toto-2.0-4M,1,0.01,level_change_amplitude,level_change,magnitude,0.7442971000823884,4,400.0,0.8627504171042106,4,0.08688145137677217,4
Toto-2.0-4M,1,0.01,gaussian_time_frac,gaussian,time_frac,0.9949258995790202,4,1250.0,0.9974793499418533,4,0.00021102251548394448,4
Toto-2.0-4M,1,0.01,gaussian_amplitude,gaussian,magnitude,0.7598659316872152,4,800.0,0.8717579282413798,4,0.07784456327516297,4
Toto-2.0-4M,1,0.01,gaussian_sigma_sec,gaussian,sigma_sec,0.8833732079363772,4,1050.0,0.9507351928343617,4,2.4271149519372298e-05,4
Toto-2.0-4M,1,0.01,gaussian_noise_std,gaussian_noise,std,-0.046250143156356005,4,950.0,0.003459652890816758,4,0.0014741204452139,4
Toto-2.0-4M,1,0.01,uniform_noise_amplitude,uniform_noise,std,-0.033866272621896565,4,1200.0,0.010926167904092777,0,0.003444728886729765,4
Toto-2.0-4M,1,0.01,random_walk_step_std,random_walk_noise,std,-0.19827167765253284,4,800.0,-0.0017479171022476141,4,0.0004938061270913352,4
Toto-2.0-4M,1,0.01,linear_trend_slope,linear_trend,slope,0.74773683868175,4,50.0,0.8649151686179446,0,0.33596719316170237,4
Toto-2.0-4M,1,0.01,linear_trend_intercept,linear_trend,intercept,-0.007149568591734656,4,700.0,0.02331786388900776,0,0.08249531161585097,4
Toto-2.0-4M,1,0.01,quadratic_trend_a,quadratic_trend,a,0.8768991599115581,4,950.0,0.9365324153434263,4,0.6559743488563765,4
Toto-2.0-4M,1,0.01,quadratic_trend_b,quadratic_trend,slope,0.8654768255730675,4,1200.0,0.9337399460197626,4,0.17485001818583695,4
Toto-2.0-4M,1,0.01,quadratic_trend_c,quadratic_trend,intercept,-0.003930510684746258,4,300.0,-0.008374851808760648,0,0.0843051026517139,4
Toto-2.0-4M,1,0.01,log_trend_amplitude,log_trend,amplitude,0.7507917995672385,4,150.0,0.8676391860503764,4,0.3293166789421817,4
Toto-2.0-4M,1,0.01,log_trend_offset,log_trend,offset,-0.0012690901090008921,4,700.0,7.334676837020569e-05,4,0.08280970026764513,4
Toto-2.0-4M,1,0.01,sigmoid_trend_amplitude,sigmoid_trend,amplitude,0.7544164937624397,4,600.0,0.8691306778790433,4,0.330459148160869,4
Toto-2.0-4M,1,0.01,sigmoid_trend_center,sigmoid_trend,center,0.967020921012682,4,950.0,0.9851506037841008,4,0.0010025150490984077,4
Toto-2.0-4M,1,0.01,sigmoid_trend_sharpness,sigmoid_trend,sharpness,0.948368017974473,4,1250.0,0.9746633403476459,4,1.0060875920226504,4
Toto-2.0-4M,1,0.01,sigmoid_trend_offset,sigmoid_trend,offset,-0.003320402322295024,4,1200.0,0.02235455745057491,4,0.08490745481161331,4
Toto-2.0-4M,1,0.01,sine_amplitude,sine,amplitude,-0.010459110994975873,4,1150.0,0.0351484452156774,4,0.08476006343301856,4
Toto-2.0-4M,1,0.01,sine_frequency_hz,sine,frequency_hz,0.9177203596618754,0,1050.0,0.9949825441119955,0,345.66405053873837,0
Toto-2.0-4M,1,0.01,sine_phase,sine,phase,0.025184194628684264,4,850.0,0.16525919930897964,4,3.282912231412732,4
Toto-2.0-4M,1,0.01,sine_offset,sine,offset,-0.02295895550206617,4,950.0,-0.00563390417677328,4,0.013664835649754013,4
Toto-2.0-4M,1,0.01,sawtooth_amplitude,sawtooth,amplitude,-0.015935701648578604,4,1100.0,0.0062590406771092936,4,0.08386391623241464,4
Toto-2.0-4M,1,0.01,sawtooth_frequency_hz,sawtooth,frequency_hz,0.9434513916709939,4,1250.0,0.9916895811967525,0,46.04596472652007,4
Toto-2.0-4M,1,0.01,sawtooth_phase,sawtooth,phase,0.11883119594072189,4,1150.0,0.3799963570812033,4,2.9192570128814332,4
Toto-2.0-4M,1,0.01,sawtooth_offset,sawtooth,offset,-0.04243884154059052,4,850.0,0.021852171856676213,0,0.01379283492804212,4
Toto-2.0-4M,1,0.01,square_amplitude,square,amplitude,-0.015034289758550923,4,200.0,-0.003626356102261873,4,0.08310843152981164,4
Toto-2.0-4M,1,0.01,square_frequency_hz,square,frequency_hz,0.9776894465636689,4,1250.0,0.9892622004377298,4,1.071288731265321,4
Toto-2.0-4M,1,0.01,square_phase,square,phase,0.17140141276552334,4,1050.0,0.44253057063472734,4,2.7346528739647242,4
Toto-2.0-4M,1,0.01,square_offset,square,offset,-0.04859397559290213,4,200.0,0.007694069802541651,0,0.014010837639009802,4
Toto-2.0-4M,1,0.01,square_duty_cycle,square,duty_cycle,0.983993330124384,4,1150.0,0.9924405623497556,4,0.0008677086283836661,4
Toto-2.0-4M,1,0.003,spike_time_frac,spike,time_frac,0.9897270488296165,4,1200.0,0.9948538280714896,4,0.0004288456213060844,4
Toto-2.0-4M,1,0.003,spike_amplitude,spike,magnitude,-0.0025705360260972476,4,100.0,-0.0018604776499496455,0,0.013132000711999454,4
Toto-2.0-4M,1,0.003,level_change_time_frac,level_change,time_frac,0.9966941486847507,4,900.0,0.9983584383495764,4,0.00013907164988228728,4
Toto-2.0-4M,1,0.003,level_change_amplitude,level_change,magnitude,0.7438356171864332,4,950.0,0.8630430128490857,4,0.08703825172514151,4
Toto-2.0-4M,1,0.003,gaussian_time_frac,gaussian,time_frac,0.9939012457899881,4,1150.0,0.9969476431616507,4,0.0002536359843005453,4
Toto-2.0-4M,1,0.003,gaussian_amplitude,gaussian,magnitude,0.75378350881205,4,950.0,0.8683106471146281,4,0.0798163099569181,4
Toto-2.0-4M,1,0.003,gaussian_sigma_sec,gaussian,sigma_sec,0.891086272124363,4,1250.0,0.9482073629200469,4,2.266598718191391e-05,4
Toto-2.0-4M,1,0.003,gaussian_noise_std,gaussian_noise,std,-0.055024355434093675,4,900.0,0.003168358738201363,4,0.001486482924487011,4
Toto-2.0-4M,1,0.003,uniform_noise_amplitude,uniform_noise,std,-0.02197475731846832,4,1000.0,0.02489566164417921,0,0.0034051076636011433,4
Toto-2.0-4M,1,0.003,random_walk_step_std,random_walk_noise,std,-0.2004264864098264,4,800.0,-0.007227087635353714,4,0.0004946941208467632,4
Toto-2.0-4M,1,0.003,linear_trend_slope,linear_trend,slope,0.7479834457333079,4,1150.0,0.8649152461019469,4,0.33563875884536065,4
Toto-2.0-4M,1,0.003,linear_trend_intercept,linear_trend,intercept,-0.0010458876187877664,4,1150.0,0.021555335620238772,4,0.08199536098332372,4
Toto-2.0-4M,1,0.003,quadratic_trend_a,quadratic_trend,a,0.863498593468573,4,1250.0,0.929459619320583,4,0.7273826986322858,4
Toto-2.0-4M,1,0.003,quadratic_trend_b,quadratic_trend,slope,0.8555059724020369,4,1250.0,0.9256804469452766,4,0.18780989566204054,4
Toto-2.0-4M,1,0.003,quadratic_trend_c,quadratic_trend,intercept,0.0003015288726995191,4,100.0,0.01772125931939654,4,0.083949716969618,4
Toto-2.0-4M,1,0.003,log_trend_amplitude,log_trend,amplitude,0.7527887878892737,4,1200.0,0.8676391496698478,4,0.32667775469748617,4
Toto-2.0-4M,1,0.003,log_trend_offset,log_trend,offset,-0.000284652258673912,4,400.0,-3.9574748997011607e-05,4,0.08272828259069595,4
Toto-2.0-4M,1,0.003,sigmoid_trend_amplitude,sigmoid_trend,amplitude,0.7559551133525402,4,900.0,0.8695786905812057,4,0.32838876922183563,4
Toto-2.0-4M,1,0.003,sigmoid_trend_center,sigmoid_trend,center,0.9618869914114144,4,1250.0,0.9808151825290774,4,0.0011585788884876664,4
Toto-2.0-4M,1,0.003,sigmoid_trend_sharpness,sigmoid_trend,sharpness,0.7796202205889159,4,1250.0,0.9596577703223077,4,4.294263998785888,4
Toto-2.0-4M,1,0.003,sigmoid_trend_offset,sigmoid_trend,offset,-0.0036227622658862035,4,1100.0,0.020361919558179564,0,0.08493304246356168,4
Toto-2.0-4M,1,0.003,sine_amplitude,sine,amplitude,-0.0047293388218510035,4,550.0,0.02649876799757834,4,0.08427943453119927,4
Toto-2.0-4M,1,0.003,sine_frequency_hz,sine,frequency_hz,0.973449848660017,0,650.0,0.9979844899764543,0,111.53953538057222,0
Toto-2.0-4M,1,0.003,sine_phase,sine,phase,0.016688760014739068,4,1000.0,0.13756442833616211,4,3.311522524815458,4
Toto-2.0-4M,1,0.003,sine_offset,sine,offset,-0.02388267091305596,4,950.0,-0.0026407708321020433,0,0.0136771747755913,4
Toto-2.0-4M,1,0.003,sawtooth_amplitude,sawtooth,amplitude,-0.011719232717454009,4,150.0,-0.004909821846708681,0,0.08351585326281666,4
Toto-2.0-4M,1,0.003,sawtooth_frequency_hz,sawtooth,frequency_hz,0.8931435004444427,4,1250.0,0.9459564416447589,4,87.01028645493248,4
Toto-2.0-4M,1,0.003,sawtooth_phase,sawtooth,phase,0.07550976681127053,4,1200.0,0.3158918146839849,4,3.062778192037577,4
Toto-2.0-4M,1,0.003,sawtooth_offset,sawtooth,offset,-0.03929108584276553,4,1150.0,0.038124144833413684,0,0.013751185986153366,4
Toto-2.0-4M,1,0.003,square_amplitude,square,amplitude,-0.016547881497235517,4,250.0,0.020172953162054776,0,0.08323236057994103,4
