model,num_enabled,lr,target,signal,metric,r2,r2_layer,r2_best_step,pearson,pearson_layer,mse,mse_layer
Timer-Base-84M,1,0.005,square_amplitude,square,amplitude,0.9801145836530571,6,1000.0,0.9903277774126281,6,0.0016281674221122328,6
Timer-Base-84M,1,0.005,square_frequency_hz,square,frequency_hz,0.9776208732575299,6,1250.0,0.9888640363517515,6,1.1477918419354858,6
Timer-Base-84M,1,0.005,square_phase,square,phase,0.25744483315513966,6,1150.0,0.5123203721489817,6,2.4506807667474635,6
Timer-Base-84M,1,0.005,square_offset,square,offset,0.8364905679574184,6,1250.0,0.9190214671393034,6,0.0021847389534161515,6
Timer-Base-84M,1,0.005,square_duty_cycle,square,duty_cycle,0.9794174083284996,6,400.0,0.98999353166548,6,0.001115765648110572,6
Timer-Base-84M,1,0.003,spike_time_frac,spike,time_frac,0.8666102557783172,6,1200.0,0.931690048416026,6,0.005380495941844814,6
Timer-Base-84M,1,0.003,spike_amplitude,spike,magnitude,0.392073893806012,6,1200.0,0.6372380015928686,6,0.007962817350513778,6
Timer-Base-84M,1,0.003,level_change_time_frac,level_change,time_frac,0.9296932380041008,6,1200.0,0.9659978132483527,6,0.0028468537382529972,6
Timer-Base-84M,1,0.003,level_change_amplitude,level_change,magnitude,0.9989656847009573,6,1100.0,0.9994830441495233,6,0.0003514344748964113,6
Timer-Base-84M,1,0.003,gaussian_time_frac,gaussian,time_frac,0.8299835462844087,6,1250.0,0.9124688803248843,6,0.0070073047587433475,6
Timer-Base-84M,1,0.003,gaussian_amplitude,gaussian,magnitude,0.9795154941140473,6,1250.0,0.990020601423755,6,0.0066404880648690415,6
Timer-Base-84M,1,0.003,gaussian_sigma_sec,gaussian,sigma_sec,0.779310229646661,6,1050.0,0.8842027190263587,6,4.592764937510912e-05,6
Timer-Base-84M,1,0.003,gaussian_noise_std,gaussian_noise,std,0.9852422347454824,6,1250.0,0.9926014047862692,6,2.079304230412948e-05,6
