model,head,num_enabled,lr,layers,macro_auc_layer,macro_auc,macro_auprc_layer,macro_auprc,elapsed_s
Toto-2.0-313M,categorical,1,0.01,20,20,0.9999858736991882,20,0.9999127984046936,1.366012949962169
Toto-2.0-313M,categorical,1,0.003,20,20,0.9999796748161316,20,0.9998199343681335,1.279300439171493
Toto-2.0-313M,categorical,1,0.001,20,20,0.9999924302101135,20,0.9999100565910339,1.2179365740157664
