model,num_enabled,lr,layers,macro_r2_layer,macro_r2,macro_pearson_layer,macro_pearson,macro_mse_layer,macro_mse,elapsed_s
Toto-2.0-313M,1,0.01,"0,24",24,0.4385959680868532,24,0.5109671544324367,24,13.290638525942809,3.4739327610004693
Toto-2.0-313M,1,0.003,"0,24",24,0.4369727561577307,24,0.5042820878815049,0,15.76565090850982,3.317298865877092
Toto-2.0-313M,1,0.001,"0,24",24,0.4137746013066743,24,0.4952149094283746,0,1.6056565497671738,3.305473032873124
